,month,district,r2 score,error score,mse,seasonal_month
81,7,Fresno,-0.7899403591942609,0.045617511282669415,0.6991954528102582,2
82,7,Tulare,-4.219205106070767e-05,11.003142476992402,0.8955928873474094,2
83,7,Westlands,-0.8573909683747314,0.0647649080113415,0.7162023762176705,2
84,8,Del Puerto,0.1435520356021438,0.1739068203623963,1.001393917033745,3
85,8,Turlock,-3.023212689300083,0.023507877112945576,1.081067355507068,3
86,8,Modesto,0.07174902633406033,0.10145274390086059,0.71039615331577,3
87,8,Merced,-2.9307657077345186,3.1445375887919584,11.189579714684262,3
88,8,South Sutter,-0.12498089464527196,0.06136495112831385,0.23343353563889396,3
89,8,South San Jaoquin,0.0,8.613239645325977e-11,4.306619822662989e-09,3
90,8,Oakdale (Tier1),-0.16666666666666696,0.010802469135802465,0.27999999999999997,3
91,8,Oakdale (Tier2),-0.16666666666666718,0.7827416341090538,2.106514285714286,3
92,8,Central California,-1.7857142857142856,0.04102891156462585,1.0833333333333333,3
93,8,Fresno,-4.931266761553161,0.08869913639470231,2.3169010787317035,3
94,8,Tulare,-0.23828715882231344,15.492602600068395,1.1089543828749497,3
95,8,Westlands,-0.8650470354798796,0.0739195148251824,0.7191545244441622,3
96,9,Del Puerto,-0.378086155069274,0.11916898141038892,1.6113145809214882,4
97,9,Turlock,-3.894812707536092,0.033418648242436795,1.3152728026315248,4
98,9,Modesto,0.11921930112318546,0.13647740192173693,0.674066861385317,4
99,9,Merced,-2.9315577704034634,3.1446157379133406,11.191834453081858,4
100,9,South Sutter,0.674961599813751,0.009968645825121136,0.06744546803864665,4
101,9,South San Jaoquin,0.0,8.613239645325977e-11,4.306619822662989e-09,4
102,9,Oakdale (Tier1),-0.16666666666666696,0.010802469135802465,0.27999999999999997,4
103,9,Oakdale (Tier2),-0.16666666666666718,0.7827416341090538,2.106514285714286,4
104,9,Central California,-1.7857142857142856,0.04102891156462585,1.0833333333333333,4
105,9,Fresno,-3.152426101484598,0.06349113638055601,1.622041445892421,4
106,9,Tulare,-0.8291697912196081,221.2334447276138,1.638122339025655,4
107,9,Westlands,-1.03880545040496,0.10456142896326459,0.786155060021253,4
108,10,Del Puerto,0.3369945707876505,0.07818763899436199,0.7752130092811694,5
109,10,Turlock,-0.746146236016968,0.012124430644921469,0.4692025601131933,5
110,10,Modesto,0.01870197417364383,0.1415604397303593,0.750993387112007,5
111,10,Merced,-1.1046159971258258,1.5312125521851603,5.991140205151517,5
112,10,South Sutter,0.4221455614643189,0.01955044312729538,0.11990479599615383,5
113,10,South San Jaoquin,0.0,0.006412318901998333,0.32061594509991664,5
114,10,Oakdale (Tier1),-0.16666666666666696,0.010802469135802465,0.27999999999999997,5
115,10,Oakdale (Tier2),-0.16666666666666718,0.7827416341090538,2.106514285714286,5
116,10,Central California,-1.7857142857142856,0.04102891156462585,1.0833333333333333,5
117,10,Fresno,-7.812485161167418,0.1500198553613452,3.4423770160810223,5
118,10,Tulare,-0.44561419512878664,217.46957918394992,1.2946271680302133,5
119,10,Westlands,-1.583160340142023,0.1069737578459838,0.9960560836471718,5
120,11,Del Puerto,-0.02943048258116998,0.09347913092554629,1.2036521378046217,6
121,11,Turlock,-2.6917526504917926,0.02169806945412739,0.9920015627480261,6
122,11,Modesto,0.3698499431477208,0.07944791330809806,0.48225769657062173,6
123,11,Merced,-1.5384038393686352,1.4988242296819916,7.225989596069382,6
124,11,South Sutter,-0.23544062960638446,0.0507524118339908,0.2563539306433248,6
125,11,South San Jaoquin,0.0,0.006412318901998333,0.32061594509991664,6
126,11,Oakdale (Tier1),-0.16666666666666696,0.010802469135802465,0.27999999999999997,6
127,11,Oakdale (Tier2),-0.16666666666666718,0.7827416341090538,2.106514285714286,6
128,11,Central California,-1.7857142857142856,0.04102891156462585,1.0833333333333333,6
129,11,Fresno,-5.631550549472886,0.09894643606470661,2.590449433387846,6
130,11,Tulare,-0.6138823255977723,38.40010284987792,1.445320550782583,6
131,11,Westlands,-2.2974347928560603,0.14221880137478107,1.271477397207775,6
132,12,Del Puerto,-1.0455188706410805,0.09064769517073352,2.3917041541197004,7
133,12,Turlock,-0.6894105783252182,0.011028668318986167,0.4539572643357919,7
134,12,Modesto,0.33086479300347604,0.13180508541697286,0.512093270660605,7
135,12,Merced,-1.0284748749801977,1.5015243579753528,5.7743918107769625,7
136,12,South Sutter,-2.4398327102333925,0.1698037933404136,0.713765287373429,7
137,12,South San Jaoquin,0.0,4.456978786038235e-11,2.2284893930191174e-09,7
138,12,Oakdale (Tier1),-0.16666666666666696,0.010802469135802465,0.27999999999999997,7
139,12,Oakdale (Tier2),-0.16666666666666718,0.7827416341090538,2.106514285714286,7
140,12,Central California,-1.7857142857142856,0.04102891156462585,1.0833333333333333,7
141,12,Fresno,-7.335883962608877,0.1456789897947422,3.2562046728940928,7
142,12,Tulare,-1.1644337603075159,173.0279284724354,1.9383696970727855,7
143,12,Westlands,-1.3531804116641406,0.10809235753615407,0.9073767619196859,7
